,Age,Country,Plays,Wikipedia,Current Rank,Best Rank,Name,Backhand,Prize Money,Height,Favorite Surface,Turned Pro,Seasons,Active,Current Elo Rank,Best Elo Rank,Peak Elo Rating,Last Appearance,Titles,GOAT Rank,Best Season,Retired,Masters,Birthplace,Residence,Weight,Coach,Facebook,Twitter,Nicknames,Grand Slams,Davis Cups,Web Site,Team Cups,Olympics,Weeks at No. 1,Tour Finals
337,25 (24-03-1994),Switzerland,Right-handed,Wikipedia,346 (112),346 (20-01-2020),Alexander Ritschard,Two-handed,"$27,867",,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,27 (28-08-1992),France,,Wikipedia,480 (64),409 (12-08-2019),Mathieu Perchicot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,32 (30-12-1987),United States,Right-handed,Wikipedia,361 (107),68 (06-04-2015),Tim Smyczek,Two-handed,"$2,013,618",175 cm,"Fast (H, G) 20%",2006,11,Yes,166 (1715),89 (05-04-2015),1836 (05-04-2015),29-07-2019,,,,,,,,,,,,,,,,,,,
340,20 (09-06-1999),Japan,Left-handed,Wikipedia,355 (109),335 (12-08-2019),Yuta Shimizu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,23 (14-11-1996),Croatia,Right-handed,Wikipedia,28 (1490),12 (05-11-2018),Borna Coric,Two-handed,"US$7,163,918",,Clay 12%,2013,8,Yes,37 (1969),13 (07-01-2019),2102 (04-03-2019),28-10-2019,2,245 (7),2018,,,,,,,,,,,1,bornacoric.hr,,,,
342,30 (21-05-1989),China,Right-handed,Wikipedia,219 (217),200 (21-03-2016),Yan Bai,,,,Hard 100%,,5,Yes,,182 (05-10-2015),1681 (05-10-2015),23-09-2019,,,,,,,,,,,,,,,,,,,
343,18 (07-12-2001),Italy,Left-handed,Wikipedia,380 (96),378 (06-01-2020),Giulio Zeppieri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,27 (23-02-1992),Ecuador,Left-handed,Wikipedia,258 (177),172 (18-03-2019),Roberto Quiroz,Two-handed,"$299,221",,Clay 100%,2014,6,Yes,,184 (14-02-2018),1693 (12-02-2018),25-06-2018,,,,,,,,,,,,,,,,,,,
345,30 (11-07-1989),Slovakia,Left-handed,Wikipedia,144 (370),24 (27-04-2015),Martin Klizan,Two-handed,"$4,810,128",190 cm,Clay 51%,2007,12,Yes,92 (1839),26 (01-10-2018),1998 (24-09-2018),16-09-2019,6,234 (8),2016,,,,,,,,,,,,,,,,
346,21 (27-10-1998),Uzbekistan,Right-handed,Wikipedia,330 (117),326 (06-01-2020),Khumoun Sultanov,Two-handed,"$57,247",,,,2,Yes,,,,,,,,,,,,,,,,,,,,,,,
347,31 (10-02-1988),Germany,Right-handed,Wikipedia,337 (116),182 (16-07-2012),Peter Torebko,Two-handed,"US$240,876",,,2008,2,Yes,,,,15-07-2019,,,,,,,,,,,,,,,,,,,
348,30 (07-02-1989),Colombia,Right-handed,Wikipedia,466 (66),70 (09-06-2014),Alejandro Gonzalez,Two-handed,"$1,091,245",,None 12%,2006,7,Yes,,97 (20-03-2015),1819 (17-03-2015),25-07-2016,,,,,,,,,,,,,,,,,,,
349,35 (13-03-1984),Belgium,Right-handed,Wikipedia,176 (287),38 (22-05-2017),Steve Darcis,One-handed,"$3,311,462",178 cm,All-Rounder 3%,2003,15,Yes,115 (1803),41 (14-10-2012),1951 (25-09-2012),14-10-2019,2,357 (3),2008,,,,,,,,,,,,,,,,
350,22 (02-07-1997),Japan,Right-handed,Wikipedia,464 (66),446 (30-09-2019),Jumpei Yamasaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,23 (12-05-1996),Austria,Right-handed,Wikipedia,157 (333),126 (06-05-2019),Sebastian Ofner,Two-handed,"$461,843",,Clay 100%,2015,3,Yes,123 (1791),95 (05-03-2018),1839 (05-03-2018),29-07-2019,,,,,,,,,,,,,,,,,,,
352,21 (10-02-1998),Argentina,Right-handed,Wikipedia,447 (70),443 (04-11-2019),Manuel Pena Lopez,Two-handed,"$16,371",,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,23 (10-04-1996),Australia,Right-handed,Wikipedia,199 (244),69 (08-06-2015),Thanasi Kokkinakis,Two-handed,"$1,429,096",,Hard 32%,2013,6,Yes,104 (1822),87 (28-06-2015),1848 (07-08-2017),26-08-2019,,,,,,,,,,,,,,,,,,,
354,28 (18-04-1991),Switzerland,Right-handed,Wikipedia,332 (117),286 (09-09-2019),Sandro Ehrat,Two-handed,"$95,194",180 cm,,,3,Yes,,,,22-07-2019,,,,,,,,,,,,,,,,,,,
355,21 (12-09-1998),Germany,Right-handed,Wikipedia,263 (172),209 (03-07-2017),Daniel Altmaier,One-handed,"$107,833",,,2014,2,Yes,,,,22-07-2019,,,,,,,,,,,,,,,,,,,
356,23 (01-02-1996),Italy,Left-handed,Wikipedia,381 (96),142 (15-04-2019),Gianluigi Quinzi,Two-handed,"$204,501",,,2012,1,,,,,07-11-2017,,,,2017,,,,,,,,,,,,,,,
357,25 (20-05-1994),Czech Republic,Right-handed,Wikipedia,333 (117),191 (06-11-2017),Vaclav Safranek,Two-handed,"$84,209",,,,2,,,,,15-01-2018,,,,2018,,,,,,,,,,,,,,,
358,21 (02-10-1998),France,Right-handed,Wikipedia,231 (205),202 (14-10-2019),Elliot Benchetrit,Two-handed,"$232,349",,,2016,2,Yes,,,,26-08-2019,,,,,,,,,,,,,,,,,,,
359,22 (30-07-1997),Japan,,Wikipedia,428 (75),428 (20-01-2020),Sho Shimabukuro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,26 (08-10-1993),Belgium,,Wikipedia,398 (89),258 (19-02-2018),Christopher Heyman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,34 (23-05-1985),Russian Federation,Right-handed,Wikipedia,270 (158),43 (01-02-2016),Teymuraz Gabashvili,Two-handed,"$4,076,115",188 cm,Non-Grass 23%,2001,14,,,55 (18-01-2016),1911 (18-01-2016),16-10-2017,,,,2017,,,,,,,,,,,,,,,
362,36 (15-11-1983),Spain,Left-handed,Wikipedia,51 (1050),7 (20-04-2009),Fernando Verdasco,Two-handed,"US$17,353,811 28th all-time leader in earnings",188 cm,Clay 15%,2001,19,Yes,46 (1945),7 (04-05-2009),2204 (02-05-2010),06-01-2020,7,133 (22),2010,,,,,,,,,,,3,,,,,
363,38 (08-08-1981),Switzerland,Right-handed,Wikipedia,3 (6590),1 (02-02-2004),Roger Federer,One-handed,"$ 129,231,891 2nd all-time leader in earnings",185 cm,Grass 36%,1998,22,Yes,3 (2328),1 (11-08-2003),2550 (05-03-2007),11-11-2019,103,1 (929),2006,,28,"Basel, Switzerland","Bottmingen, Switzerland",85 kg,Ivan Ljubicic and Severin Luthi,Federer,@rogerfederer,"FedExpress, Maestro",20,1,rogerfederer.com,,,310,6
364,20 (18-07-1999),Argentina,,Wikipedia,340 (115),336 (13-01-2020),Tomas Martin Etcheverry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,18 (15-11-2001),Argentina,,Wikipedia,389 (92),388 (06-01-2020),Juan Manuel Cerundolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,28 (15-07-1991),Japan,Right-handed,Wikipedia,264 (171),259 (05-05-2014),Shuichi Sekiguchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,40 (28-02-1979),Croatia,Right-handed,Wikipedia,124 (436),14 (18-08-2008),Ivo Karlovic,One-handed,"US$9,845,365",208 cm,Grass 34%,2000,20,Yes,114 (1806),16 (11-12-2007),2062 (04-11-2007),14-10-2019,8,133 (22),2007,,,,,,,,,,,1,,1,,,
368,23 (21-06-1996),Austria,Right-handed,Wikipedia,279 (146),201 (15-10-2018),Lucas Miedler,One-handed,"$226,159",,,,3,Yes,,,,29-07-2019,,,,,,,,,,,,,,,,,,,
369,29 (21-06-1990),Lithuania,Right-handed,Wikipedia,69 (804),50 (23-05-2016),Ricardas Berankis,Two-handed,"$3,115,878",175 cm,Hard 49%,2007,13,Yes,109 (1813),49 (15-04-2013),1914 (15-02-2013),06-01-2020,,,,,,,,,,,,,,,,,,,
370,21 (28-12-1998),Japan,,Wikipedia,425 (77),398 (28-10-2019),Rio Noguchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,22 (18-08-1997),France,,Wikipedia,372 (100),368 (06-01-2020),Jules Okala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,,,,,,,John Millman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,36 (04-06-1983),Spain,Right-handed,Wikipedia,160 (319),23 (21-02-2011),Guillermo Garcia Lopez,One-handed,"$8,003,533",188 cm,"Soft (Cl, G) 14%",2002,17,Yes,130 (1778),29 (24-05-2015),2009 (17-10-2010),26-08-2019,5,293 (5),2015,,,,,,,,,,,,,,,,
374,22 (05-03-1997),Finland,Left-handed,Wikipedia,489 (62),423 (22-10-2018),Patrik Niklas Salminen,Two-handed,"$23,875",,,,2,Yes,,,,,,,,,,,,,,,,,,,,,,,
375,19 (13-10-2000),Czech Republic,Right-handed,Wikipedia,362 (107),303 (07-10-2019),Tomas Machac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,19 (11-02-2000),Colombia,Right-handed,Wikipedia,411 (84),404 (11-11-2019),Nicolas Mejia,Two-handed,"$5,019",,,,1,,,,,,,,,,,,,,,,,,,,,,,,
377,23 (05-05-1996),United States,Right-handed,Wikipedia,221 (215),147 (15-04-2019),Christopher Eubanks,One-handed,"$487,166",,Hard 100%,,5,Yes,185 (1630),183 (10-01-2020),1661 (22-07-2019),26-08-2019,,,,,,,,,,,,,,,,,,,
378,28 (21-01-1992),Australia,Right-handed,Wikipedia,94 (588),82 (06-04-2015),James Duckworth,Two-handed,"$1,398,973",183 cm,Hard 25%,2010,9,Yes,168 (1710),112 (10-08-2015),1792 (24-05-2015),12-01-2020,,,,,,,,,,,,,,,,,,,
379,24 (06-10-1995),Peru,Right-handed,Wikipedia,143 (372),141 (13-01-2020),Juan Pablo Varillas Patino Samudio,Two-handed,"$118,043",,Clay 100%,,5,Yes,,199 (15-04-2019),1563 (12-04-2019),,,,,,,,,,,,,,,,,,,,
380,34 (28-03-1985),Switzerland,Right-handed,Wikipedia,15 (2045),3 (27-01-2014),Stan Wawrinka,One-handed,"US$ 33,790,279 6th all-time leader in earnings",183 cm,"Slow (H, Cl) 29%",2002,18,Yes,12 (2108),5 (17-02-2014),2291 (20-04-2014),06-01-2020,16,36 (103),2015,,1,"Lausanne, Switzerland","St. Barthelemy, Switzerland",81 kg,Paul Annacone,stanwawrinka,@stanwawrinka,"Stan the Man, Stanimal",3,1,stanwawrinka.com,,,,
381,35 (03-02-1984),Brazil,Right-handed,Wikipedia,350 (110),63 (24-07-2017),Rogerio Dutra Silva,One-handed,"$1,836,362",178 cm,"Slow (H, Cl) 68%",2003,11,Yes,,107 (25-09-2012),1793 (25-09-2012),11-02-2019,,,,,,,,,,,,,,,,,,,
382,20 (26-07-1999),Italy,,Wikipedia,456 (68),455 (13-01-2020),Francesco Forti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,30 (18-07-1989),Slovenia,Right-handed,Wikipedia,55 (950),43 (19-02-2018),Aljaz Bedene,Two-handed,"$3,678,732",181 cm,"Slow (H, Cl) 20%",2008,11,Yes,54 (1922),42 (21-05-2018),1939 (21-05-2018),12-01-2020,,,,,,,,,,,,,,,,,,,
384,34 (24-07-1985),Czech Republic,Right-handed,Wikipedia,177 (285),26 (22-09-2014),Lukas Rosol,Two-handed,"$4,209,879",196 cm,Clay 23%,2004,13,Yes,98 (1829),29 (24-08-2014),1982 (24-08-2014),14-10-2019,2,400 (2),2014,,,,,,,,,,,2,,,,,
385,22 (16-09-1997),Russian Federation,,Wikipedia,443 (71),432 (09-12-2019),Bogdan Bobrov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,23 (21-05-1996),Russian Federation,Right-handed,Wikipedia,17 (1995),8 (15-07-2019),Karen Khachanov,Two-handed,"US$7,630,617",,Grass 24%,2013,8,Yes,26 (2020),10 (08-02-2019),2137 (05-11-2018),13-01-2020,4,202 (10),2018,,1,,,,,,,,,,,,,,
387,29 (20-08-1990),United States,Left-handed,Wikipedia,132 (413),63 (17-03-2014),Bradley Klahn,Two-handed,"$1,176,787",190 cm,None 13%,2012,7,Yes,161 (1738),136 (29-10-2018),1778 (22-10-2018),23-09-2019,,,,,,,,,,,,,,,,,,,
388,25 (29-04-1994),Germany,Left-handed,Wikipedia,89 (609),83 (04-11-2019),Dominik Koepfer,Two-handed,"$650,117",,Hard 100%,2016,3,Yes,112 (1808),99 (23-09-2019),1826 (09-09-2019),23-09-2019,,,,,,,,,,,,,,,,,,,
389,21 (18-11-1998),Russian Federation,,Wikipedia,250 (186),245 (06-01-2020),Pavel Kotov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,21 (25-10-1998),Italy,Right-handed,Wikipedia,473 (65),469 (13-01-2020),Riccardo Balzerani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,29 (30-04-1990),Spain,Right-handed,Wikipedia,478 (64),268 (07-05-2018),Carlos Gomez Herrera,Two-handed,"$108,018",,,,1,,,,,30-04-2012,,,,2012,,,,,,,,,,,,,,,
392,32 (18-08-1987),Netherlands,Right-handed,Wikipedia,325 (120),52 (17-02-2014),Igor Sijsling,One-handed,"$2,163,775",190 cm,Grass 25%,2005,10,,,59 (15-07-2013),1889 (08-07-2013),01-08-2016,,,,2016,,,,,,,,,,,,,,,
393,38 (20-09-1981),Spain,Left-handed,Wikipedia,57 (933),12 (02-03-2015),Feliciano Lopez,One-handed,"US$ 17,114,510 30th all-time leader in earnings",188 cm,Grass 28%,1997,22,Yes,47 (1944),16 (12-10-2014),2074 (12-10-2014),13-01-2020,7,133 (22),2004,,,,,,,,,,,5,,,,,
394,25 (15-08-1994),Netherlands,Right-handed,Wikipedia,465 (66),423 (24-07-2017),Niels Lootsma,Two-handed,"$42,350",,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,20 (05-08-1999),Australia,Right-handed,Wikipedia,96 (585),87 (29-07-2019),Alexei Popyrin,Two-handed,"US$863,409",,Hard 100%,2017,3,Yes,107 (1814),92 (21-09-2019),1838 (09-09-2019),12-01-2020,,,,,,,,,,,,,,,,,,,
396,28 (30-12-1991),Germany,,Wikipedia,,282 (15-07-2019),Sebastian Fanselow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,29 (05-10-1990),Slovenia,Left-handed,Wikipedia,145 (370),78 (05-01-2015),Blaz Rola,Two-handed,"$852,893",,Clay 46%,,7,Yes,,138 (07-06-2015),1751 (07-07-2014),27-05-2019,,,,,,,,,,,,,,,,,,,
398,24 (16-04-1995),United States,Right-handed,Wikipedia,129 (419),57 (29-04-2019),Mackenzie Mcdonald,Two-handed,"$1,210,098",,Grass 55%,2016,4,Yes,88 (1842),67 (29-04-2019),1878 (29-04-2019),27-05-2019,,,,,,,,,,,,,,,,,,,
399,38 (15-12-1981),Italy,Right-handed,Wikipedia,116 (480),33 (15-05-2017),Paolo Lorenzi,Two-handed,"$4,927,689",183 cm,"Slow (H, Cl) 40%",2003,13,Yes,141 (1768),62 (13-02-2017),1895 (11-09-2017),26-08-2019,1,489 (1),2016,,,,,,,,,,,,,,,,
400,24 (07-12-1995),United States,Right-handed,Wikipedia,336 (116),267 (24-06-2019),Collin Altamirano,Two-handed,"$145, 209",,,,2,,,,,27-08-2018,,,,2018,,,,,,,,,,,,,,,
401,29 (24-11-1990),Portugal,Right-handed,Wikipedia,459 (67),57 (24-10-2016),Gastao Elias,Two-handed,"$1,068,023",178 cm,Clay 50%,2008,11,,,100 (22-08-2016),1817 (19-08-2016),30-07-2018,,,,2018,,,,,,,,,,,,,,,
402,27 (25-03-1992),United States,Left-handed,Wikipedia,357 (109),185 (23-04-2018),Evan King,Two-handed,"$379,150",185 cm,,,3,,,,,05-03-2018,,,,2018,,,,,,,,,,,,,,,
403,19 (28-12-2000),Argentina,Right-handed,Wikipedia,396 (89),394 (06-01-2020),Sebastian Baez,Two-handed,"$2,980",,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,21 (16-01-1999),France,,Wikipedia,476 (65),402 (12-08-2019),Matteo Martineau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,29 (07-12-1990),Belgium,Right-handed,Wikipedia,11 (2555),7 (20-11-2017),David Goffin,Two-handed,"US$13,578,010",163 cm,"Slow (H, Cl) 12%",2009,10,Yes,14 (2093),8 (21-05-2018),2165 (05-12-2017),28-10-2019,4,119 (25),2017,,,,,,,,,,,,,,,,
406,21 (01-02-1998),United States,Right-handed,Wikipedia,368 (102),115 (20-02-2017),Stefan Kozlov,Two-handed,"$375,231",,Grass 73%,2013,6,,,157 (26-06-2017),1738 (26-06-2017),09-04-2018,,,,2018,,,,,,,,,,,,,,,
407,31 (27-05-1988),Portugal,Right-handed,Wikipedia,141 (376),99 (18-02-2019),Pedro Sousa,Two-handed,"$516,568",180 cm,Clay 68%,2007,10,Yes,188 (1609),148 (29-10-2018),1759 (23-07-2018),15-07-2019,,,,,,,,,,,,,,,,,,,
408,23 (18-06-1996),Colombia,Right-handed,Wikipedia,186 (269),166 (23-07-2018),Daniel Elahi Galan Riveros,Two-handed,"$184,282",,None 13%,,3,Yes,158 (1745),133 (15-07-2019),1774 (15-04-2019),22-07-2019,,,,,,,,,,,,,,,,,,,
409,30 (24-12-1989),United States,Right-handed,Wikipedia,75 (720),21 (25-07-2016),Steve Johnson,Two-handed,"US$5,970,907",188 cm,Grass 12%,2012,10,Yes,72 (1877),21 (17-04-2017),2042 (12-06-2017),23-09-2019,4,293 (5),2018,,,,,,,,,,,,steviejohnsontennis.com,,,,
410,34 (06-01-1986),Ukraine,Right-handed,Wikipedia,153 (344),31 (27-09-2010),Sergiy Stakhovsky,One-handed,"US$5,349,041",193 cm,"Fast (H, G) 20%",2003,16,Yes,106 (1818),44 (29-08-2010),1947 (29-08-2010),15-07-2019,4,325 (4),2010,,,,,,,,,,,,www.sergiy-stakhovsky.com,,,,
411,29 (19-09-1990),Egypt,Right-handed,Wikipedia,173 (291),163 (25-06-2018),Mohamed Safwat,Two-handed,"$546,381",183 cm,None 6%,,10,Yes,177 (1689),176 (10-01-2020),1694 (25-09-2018),25-02-2019,,,,,,,,,,,,,,,,,,,
412,25 (07-08-1994),Russian Federation,Right-handed,Wikipedia,241 (195),211 (17-06-2019),Evgeny Karlovskiy,Two-handed,"$163,118",,,,1,,,,,15-10-2018,,,,2018,,,,,,,,,,,,,,,
413,33 (01-09-1986),France,Right-handed,Wikipedia,10 (2565),6 (07-11-2016),Gael Monfils,Two-handed,"US$ 17,930,816  33rd all-time leader in earnings",193 cm,Hard 13%,2004,17,Yes,24 (2030),7 (28-11-2010),2189 (12-09-2016),28-10-2019,8,83 (39),2016,,,"Paris, France",Switzerland,80 kg,Mikael Tillstrom,pages/Gael-Monfils-Tennis/128049253953369,@Gael_Monfils,La Monf,,,www.lamonf.com,,,,
414,29 (17-05-1990),Argentina,Left-handed,Wikipedia,25 (1585),20 (19-08-2019),Guido Pella,Two-handed,"US$4,292,576",185 cm,Clay 26%,2007,9,Yes,41 (1960),29 (12-08-2019),2009 (12-08-2019),21-10-2019,1,357 (3),2019,,,,,,,,,,,1,guidopella.com,,,,
415,21 (22-12-1998),Norway,Right-handed,Wikipedia,48 (1079),46 (13-01-2020),Casper Ruud,Two-handed,"US$1,451,115",,Clay 47%,2015,5,Yes,68 (1886),58 (10-06-2019),1904 (05-08-2019),13-01-2020,,,,,,,,,,,,,,,casper-ruud.com,,,,
416,23 (09-10-1996),Czech Republic,Right-handed,Wikipedia,227 (209),208 (27-08-2018),Zdenek Kolar,Two-handed,"$302,592",,,,1,,,,,16-07-2018,,,,2018,,,,,,,,,,,,,,,
417,26 (13-02-1993),Czech Republic,,Wikipedia,462 (67),459 (13-01-2020),Pavel Nejedly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,26 (22-05-1993),Kazakhstan,,Wikipedia,367 (103),280 (09-12-2019),Denis Yevseyev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,32 (09-02-1987),United Kingdom,Right-handed,Wikipedia,313 (126),89 (13-07-2015),James Ward,Two-handed,"$1,384,826",190 cm,"Fast (H, G) 67%",2006,12,Yes,191 (1554),94 (13-06-2011),1822 (13-06-2011),01-07-2019,,,,,,,,,,,,,,1,,,,,
420,30 (11-11-1989),"Moldova, Republic of",Right-handed,Wikipedia,49 (1067),39 (05-08-2019),Radu Albot,Two-handed,"US$3,128,654",,Grass 17%,2008,10,Yes,62 (1895),45 (01-04-2019),1936 (27-05-2019),28-10-2019,1,489 (1),2019,,,,,,,,,,,,,,,,
421,35 (05-09-1984),Japan,Right-handed,Wikipedia,111 (501),47 (23-07-2012),Go Soeda,Two-handed,"$2,032,429",178 cm,Carpet 68%,,15,Yes,157 (1747),86 (23-07-2012),1836 (23-07-2012),30-09-2019,,,,,,,,,,,,,,,,,,,
422,33 (18-06-1986),France,Right-handed,Wikipedia,60 (890),7 (09-07-2007),Richard Gasquet,One-handed,"$18,125,457 26th all-time leader in earnings",185 cm,Grass 11%,2002,18,Yes,36 (1973),9 (08-10-2007),2196 (08-02-2016),21-10-2019,15,85 (38),2013,,,"Beziers, France","Neuchatel, Switzerland",75 kg,Fabrice Santoro and Thierry Tulasne,,@richardgasquet1,,,1,richardgasquet.net,,,,
423,24 (13-01-1996),Poland,Right-handed,Wikipedia,97 (575),83 (23-09-2019),Kamil Majchrzak,Two-handed,"$583,908",,Hard 100%,2014,6,Yes,152 (1752),128 (09-09-2019),1779 (09-09-2019),14-10-2019,,,,,,,,,,,,,,,www.kamilmajchrzak.pl,,,,
424,25 (20-12-1994),Germany,,Wikipedia,439 (73),436 (13-01-2020),Lucas Gerch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,25 (01-02-1994),Australia,Right-handed,Wikipedia,306 (131),152 (23-02-2015),Luke Saville,Two-handed,"$609,213",,,2012,4,,,,,27-06-2016,,,,2016,,,,,,,,,,,,,,,
426,26 (04-01-1994),United Kingdom,Left-handed,Wikipedia,237 (198),154 (02-04-2018),Liam Broady,Two-handed,"$590,815",,Hard 65%,2014,5,,,163 (18-02-2019),1735 (30-03-2018),02-07-2018,,,,2018,,,,,,,,,,,,,,,
427,24 (27-04-1995),Australia,Right-handed,Wikipedia,26 (1520),13 (24-10-2016),Nick Kyrgios,Two-handed,"US$8,001,478",193 cm,Hard 19%,2013,8,Yes,15 (2083),10 (18-04-2017),2176 (15-05-2017),23-09-2019,6,165 (16),2016,,,"Canberra, Australia","Canberra, AUS / Nassau, BAH",85 kg,Sebastien Grosjean,nkyrgios,@NickKyrgios,Wild Thing,,,nickkyrgios.org,,,,
428,24 (21-08-1995),Turkey,Right-handed,Wikipedia,266 (161),207 (19-11-2018),Cem Ilkel,Two-handed,"$213,604",,Hard 64%,,6,Yes,183 (1647),182 (13-01-2020),1647 (13-01-2020),06-01-2020,,,,,,,,,,,,,,,,,,,
429,22 (08-08-1997),Spain,Right-handed,Wikipedia,188 (264),175 (23-10-2017),Carlos Taberner,Two-handed,"US$85,723",,,2015,1,,,,,28-05-2018,,,,2018,,,,,,,,,,,,,,,
430,23 (24-01-1997),Argentina,Right-handed,Wikipedia,235 (200),232 (06-01-2020),Juan Pablo Ficovich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,27 (19-09-1992),United States,Left-handed,Wikipedia,469 (66),465 (13-01-2020),Nick Chappell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,26 (10-07-1993),Czech Republic,Left-handed,Wikipedia,109 (515),35 (27-04-2015),Jiri Vesely,Two-handed,"US$ 3,928,220",,Grass 35%,2009,7,Yes,94 (1837),38 (07-08-2017),1953 (12-06-2017),26-08-2019,1,489 (1),2015,,,,,,,,,,,1,,,,,
433,24 (15-06-1995),Germany,Left-handed,Wikipedia,274 (154),45 (13-08-2018),Maximilian Marterer,Two-handed,"$1,411,268",,"Slow (H, Cl) 44%",2015,5,Yes,154 (1749),71 (18-06-2018),1888 (11-06-2018),27-05-2019,,,,,,,,,,,,,,,,,,,
434,34 (26-04-1985),United States,Right-handed,Wikipedia,19 (1860),8 (16-07-2018),John Isner,Two-handed,"US$18,669,906  24th all-time leader in earnings",206 cm,Grass 24%,2007,14,Yes,28 (2007),9 (26-08-2012),2148 (26-08-2012),13-01-2020,15,71 (47),2018,,1,,,,,,,,,,www.johnisner.com,,,,
435,36 (16-10-1983),Germany,Right-handed,Wikipedia,79 (700),16 (30-07-2012),Philipp Kohlschreiber,One-handed,"$12,807,597 48th all-time leader in earnings",178 cm,None 12%,2001,18,Yes,49 (1939),14 (02-05-2016),2117 (02-05-2016),21-10-2019,8,222 (9),2012,,,,,,,,,,,,,1,,,
436,23 (18-10-1996),France,Right-handed,Wikipedia,201 (240),170 (30-09-2019),Maxime Janvier,Two-handed,"$ 319,403",,,,2,Yes,,,,29-07-2019,,,,,,,,,,,,,,,,,,,
437,27 (31-01-1992),Argentina,Left-handed,Wikipedia,192 (260),186 (09-06-2014),Andrea Collarini,Two-handed,"$212,827",,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,17 (03-03-2002),Italy,Right-handed,Wikipedia,364 (107),357 (06-01-2020),Lorenzo Musetti,One-handed,"$14,340",,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,20 (31-10-1999),United Kingdom,Right-handed,Wikipedia,499 (58),427 (22-07-2019),Paul Jubb,Two-handed,"$82,547",,,,1,Yes,,,,01-07-2019,,,,,,,,,,,,,,,,,,,
440,25 (07-03-1994),Australia,Right-handed,Wikipedia,162 (316),159 (11-11-2019),Andrew Harris,,"US$ $156,950",,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,22 (01-08-1997),Italy,Right-handed,Wikipedia,405 (85),391 (07-10-2019),Julian Ocleppo,Two-handed,"$87,242",,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,23 (24-06-1996),Switzerland,Left-handed,Wikipedia,290 (140),263 (01-07-2019),Marc Andrea Huesler,Two-handed,"$117,705",,,,2,Yes,,,,22-07-2019,,,,,,,,,,,,,,,,,,,
443,29 (23-06-1990),Canada,Right-handed,Wikipedia,138 (392),25 (27-01-2014),Vasek Pospisil,Two-handed,"US$5,287,905",193 cm,Hard 67%,2007,11,Yes,66 (1891),37 (20-07-2015),1962 (13-07-2015),13-01-2020,,357 (3),2013,,,,,,,,,,,,,,,,
444,27 (17-08-1992),United States,Right-handed,Wikipedia,108 (516),53 (23-05-2016),Denis Kudla,Two-handed,"$2,940,388",180 cm,Grass 41%,2010,10,Yes,108 (1813),83 (03-08-2015),1855 (10-09-2018),26-08-2019,,,,,,,,,,,,,,,,,,,
445,23 (14-01-1997),India,Right-handed,Wikipedia,267 (161),229 (07-10-2019),Sasi Kumar Mukund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,24 (01-03-1995),France,Right-handed,Wikipedia,197 (251),164 (29-07-2019),Enzo Couacaud,Two-handed,"$238,170",,,2012,,,,,,,,,,,,,,,,,,,,,,,,,
447,26 (30-08-1993),Dominican Republic,Right-handed,Wikipedia,218 (219),217 (13-01-2020),Roberto Cid,Two-handed,"$49,402",,Hard 100%,,6,Yes,,,,,,,,,,,,,,,,,,,,,,,
448,30 (15-07-1989),Germany,Right-handed,Wikipedia,120 (463),39 (25-06-2018),Peter Gojowczyk,Two-handed,"US$2,562,473",185 cm,"Fast (H, G) 25%",2006,9,Yes,89 (1841),45 (26-02-2018),1935 (26-02-2018),21-10-2019,1,489 (1),2017,,,,,,,,,,,,,,,,
